# git_commit=5c7a646-dirty; timestamp=2026-06-05T21:37:58; bin_width_ns=20; bin_offset_ns=0; baseline_mode=RECIRC; host=debian
timestamp,dut_count,base_count,dut_min,dut_max,dut_avg,jitter,base_min,base_max,base_avg,base_std,base_total_hist,corrected_avg,corrected_min,corrected_max
750.302,4619492602,1768828094,2909,202032,1.0146288280601947,199123,638,699,650.0185492033648,0.6088124753562834,1772741360,1053.9440132452532,2258.9814507966353,201381.98145079662
754.843,4647298683,1779469176,2909,202032,0.7007895052911967,199123,638,699,650.0185454889154,0.6087518810865737,1783301597,1054.2808950749456,2258.981454511085,201381.9814545111
759.315,4674697995,1789957826,2909,202032,0.7214979608538327,199123,638,699,650.0185445855615,0.6087370059191364,1793888566,1055.9490652197192,2258.9814554144386,201381.98145541444
764.725,4707842872,1802649838,2909,202032,1.2471967532989492,199123,638,699,650.0185433640469,0.6087169018943176,1806563249,1055.9823347367465,2258.9814566359532,201381.98145663596
769.365,4736250634,1813524670,2909,202032,0.9106405404389332,199123,638,699,650.0185445538197,0.60873634788576,1817424152,1055.7226583411143,2258.9814554461805,201381.9814554462
773.916,4764133104,1824198538,2909,202032,1.3671189718716137,199123,638,699,650.0185450495001,0.6087444135464677,1828228067,1057.473302523406,2258.9814549505,201381.9814549505
778.514,4792303675,1834983990,2909,202032,0.4707450220169948,199123,638,699,650.018545628311,0.6087542015429012,1838797771,1058.3626328737396,2258.981454371689,201381.98145437168
783.003,4819810934,1845516112,2909,202032,0.8843278519356129,199123,638,699,650.0185473011725,0.6087815685925905,1849398987,1059.5375260325695,2258.9814526988275,201381.98145269882
787.534,4847587438,1856149342,2909,202032,0.6035392793671976,199123,638,699,650.0185479311875,0.6087921905254206,1860012292,1058.3448900612966,2258.9814520688124,201381.9814520688
792.088,4875471861,1866823076,2909,202032,0.8330302579506571,199123,638,699,650.0185483435926,0.6087988888988493,1870805327,1056.6644990802067,2258.9814516564074,201381.9814516564
796.672,4903536928,1877567304,2909,202032,0.8013079319467094,199123,638,699,650.0185474981047,0.6087849637567021,1881683438,1057.5555360278809,2258.9814525018955,201381.9814525019
801.330,4932056894,1888484481,2909,202032,0.7543043403505394,199123,638,699,650.0185470258739,0.6087771599248383,1892387504,1057.3467796222892,2258.981452974126,201381.9814529741
805.884,4959973001,1899171868,2909,202032,0.8522480870657465,199123,638,699,650.0185465249588,0.608768886424787,1903082118,1057.2706978771942,2258.9814534750412,201381.98145347505
810.425,4987809925,1909830506,2909,202032,0.23818187217709585,199123,638,699,650.0185461597273,0.6087628385755048,1913709389,1057.335759263679,2258.9814538402725,201381.98145384027
814.969,5015639596,1920483384,2909,202032,1.2085980058922878,199123,638,699,650.018545701465,0.6087552654133909,1924433005,1057.5391905055849,2258.981454298535,201381.98145429854
819.546,5043666503,1931210333,2909,202032,1.4055628838233676,199123,638,699,650.0185467099888,0.6087717437061321,1934989010,1057.5879513779369,2258.9814532900114,201381.98145329
824.684,5075179141,1943277688,2909,202032,0.4120641496386541,199123,638,699,650.0185482182385,0.6087964057647688,1947342841,1057.5879498696872,2258.9814517817613,201381.98145178176
829.327,5103627703,1954166315,2909,202032,0.8023430489635776,199123,638,699,650.0185469651889,0.6087758032101874,1958196375,1057.5606305342203,2258.9814530348112,201381.98145303482
834.023,5132361984,1965167294,2909,202032,1.328065676826586,199123,638,699,650.0185467331121,0.608771941306953,1968942982,1057.560630766297,2258.981453266888,201381.9814532669
838.518,5159913659,1975715478,2909,202032,1.372263270074225,199123,638,699,650.0185460813664,0.6087611982739285,1979829554,1057.9060933063286,2258.9814539186336,201381.98145391862
843.200,5188595347,1986697314,2909,202032,1.2893430613871304,199123,638,699,650.0185447946106,0.6087400429854332,1990828196,1059.5193846758507,2258.9814552053895,201381.9814552054
847.883,5217233657,1997665020,2909,202032,0.1727560842115452,199123,638,699,650.0185457290098,0.6087556380145304,2001457046,1050.8076621081618,2258.98145427099,201381.98145427098
852.360,5244638494,2008158164,2909,202032,0.3850016614700918,199123,638,699,650.0185437861696,0.6087237268777733,2011901974,1051.7402344412158,2258.9814562138304,201381.98145621383
856.817,5271937804,2018609740,2909,202032,0.7554978558316846,199123,638,699,650.0185430820903,0.608712126867718,2022519224,1052.7334706818888,2258.98145691791,201381.9814569179
861.340,5299651755,2029223372,2909,202032,1.0021966048974853,199123,638,699,650.0185420529314,0.6086951974238434,2032961514,1053.7999417652927,2258.9814579470685,201381.98145794705
865.782,5326878624,2039652228,2909,202032,0.9058853765240212,199123,638,699,650.0185422219781,0.6086979154736301,2043628862,1053.8986346619506,2258.9814577780216,201381.98145777802
870.408,5355212817,2050501228,2909,202032,1.068457487597173,199123,638,699,650.0185422991105,0.6086991248092833,2054708522,1054.8303332940397,2258.981457700889,201381.9814577009
875.239,5384860637,2061875416,2909,202032,0.8014519865836967,199123,638,699,650.0185422816625,0.6086991019991327,2065770583,1054.9646097105178,2258.9814577183374,201381.98145771833
879.863,5413118197,2072677126,2909,202032,0.5905558754973552,199123,638,699,650.0185427262408,0.6087063371171234,2076659036,1055.6517880730194,2258.981457273759,201381.98145727377
885.167,5445580439,2085106768,2909,202032,0.9171586894999862,199123,638,699,650.0185435543843,0.6087198548347852,2089038552,1055.4937614982418,2258.9814564456155,201381.98145644562
889.748,5473637735,2095855490,2909,202032,0.9658529445957205,199123,638,699,650.0185423023079,0.608699269985725,2099888102,1055.8611607946975,2258.9814576976923,201381.9814576977
894.349,5501843351,2106655590,2909,202032,0.6263486530152937,199123,638,699,650.0185423618848,0.6087001947743608,2110546663,1056.6976313644375,2258.981457638115,201381.98145763812
898.840,5529308516,2117172264,2909,202032,0.4569585829202083,199123,638,699,650.0185409597059,0.6086771506040014,2121037995,1056.7898231866666,2258.981459040294,201381.98145904028
903.355,5556947077,2127752880,2909,202032,0.897754894886144,199123,638,699,650.0185404059833,0.6086680192706592,2131667453,1058.3223796662392,2258.9814595940165,201381.981459594
